id,source_id,pattern,document,right_summary,hallucinated_summary,is_hallucinated
19396::Intrinsic,19396,Intrinsic,"মন থেকে যেদিক খেয়াল রাখি বেশি মন দিয়ে ওর দিকই ধ্যন রাখি , মনে হয় ওখানে কোন সমস্য আছে , এই ধরেন আমার ডান পাসের অন্ডকোসে ১দিনের জন্য ব্যথা করছিলো ওর পর থেকে মনে হয় যেন কেমেন হালকা টান টান অনুভব হচ্ছে , আবার যদি বাপ পাসের টাই মনোযোগ দেই ভিতর থেকে অনুভব করি তাইলে মনে হবে , ওটাই সমস্য হচ্চে কিন্তু ওটাই তো কোন সমস্যই নাই , এটা থেকে মুক্তি পেতে কি করতে পারি বলেন প্লিজ",মন যেটা নিয়ে ভাবে সেটাই সবসময় ভাবে । কি করনীয় ?,"শরীরের ডান পাশের অন্ডকোষে কয়েকদিন ধরে হালকা টান ও ব্যথা অনুভব হচ্ছে, পরে মনোযোগ দিলেই দুই পাশেই সমস্যা আছে মনে হয়। এটা থেকে মুক্তির উপায় কী?",yes
17415::Intrinsic,17415,Intrinsic,"আমর উচ্চতা ৫ . ৯ "" ( ৬০কেজি ) । আমার দাত কিছুটা দুর্বল মতো মনে হয় । একটু ব্রাশ দিয়ে বেশি মাজলেই রক্ত পড়ে । আমি ক্লোজাপ পেস্ট বা পেপ্সুডেন্ট ব্যবহার করি । আমি কিভাবে আমার এই দাতের যত্ন নিয়ে স্ট্রং করতে পারি ? আমি দিনে দুবার দাত মাজি ।",দাঁত দুর্বল । ব্রাশ করলে রক্ত পড়ে । কি করনীয় ?,"দাঁত অনেক নরম ও সংবেদনশীল, জোরে ব্রাশ করলে মাড়ি থেকে নিয়মিত রক্ত পড়ে। দিনে দুবার ব্রাশ করলেও সমস্যা বাড়ছে। দাঁত মজবুত করতে কী করা উচিত?",yes
19396::Factual Contradiction,19396,Factual Contradiction,"মন থেকে যেদিক খেয়াল রাখি বেশি মন দিয়ে ওর দিকই ধ্যন রাখি , মনে হয় ওখানে কোন সমস্য আছে , এই ধরেন আমার ডান পাসের অন্ডকোসে ১দিনের জন্য ব্যথা করছিলো ওর পর থেকে মনে হয় যেন কেমেন হালকা টান টান অনুভব হচ্ছে , আবার যদি বাপ পাসের টাই মনোযোগ দেই ভিতর থেকে অনুভব করি তাইলে মনে হবে , ওটাই সমস্য হচ্চে কিন্তু ওটাই তো কোন সমস্যই নাই , এটা থেকে মুক্তি পেতে কি করতে পারি বলেন প্লিজ",মন যেটা নিয়ে ভাবে সেটাই সবসময় ভাবে । কি করনীয় ?,"মন কোনো কিছু নিয়ে একদমই বেশি ভাবে না, তবু ডান পাশের অণ্ডকোষে দীর্ঘদিনের স্পষ্ট সমস্যা আছে বলে মনে হচ্ছে। এটা থেকে মুক্তি পেতে কি করণীয় জানতে চেয়েছেন।",yes
17415::Non-factual,17415,Non-factual,"আমর উচ্চতা ৫ . ৯ "" ( ৬০কেজি ) । আমার দাত কিছুটা দুর্বল মতো মনে হয় । একটু ব্রাশ দিয়ে বেশি মাজলেই রক্ত পড়ে । আমি ক্লোজাপ পেস্ট বা পেপ্সুডেন্ট ব্যবহার করি । আমি কিভাবে আমার এই দাতের যত্ন নিয়ে স্ট্রং করতে পারি ? আমি দিনে দুবার দাত মাজি ।",দাঁত দুর্বল । ব্রাশ করলে রক্ত পড়ে । কি করনীয় ?,"দাঁত অনেক দুর্বল, ব্রাশ করলে প্রায়ই রক্ত পড়ে। সেনসোডাইন ব্যবহার করলেও সমস্যা কমছে না। কী করণীয়?",yes
17415::Factual Contradiction,17415,Factual Contradiction,"আমর উচ্চতা ৫ . ৯ "" ( ৬০কেজি ) । আমার দাত কিছুটা দুর্বল মতো মনে হয় । একটু ব্রাশ দিয়ে বেশি মাজলেই রক্ত পড়ে । আমি ক্লোজাপ পেস্ট বা পেপ্সুডেন্ট ব্যবহার করি । আমি কিভাবে আমার এই দাতের যত্ন নিয়ে স্ট্রং করতে পারি ? আমি দিনে দুবার দাত মাজি ।",দাঁত দুর্বল । ব্রাশ করলে রক্ত পড়ে । কি করনীয় ?,দাঁত বেশ শক্ত। ব্রাশ করলে রক্ত পড়ে না। কী করণীয়?,yes
13199::Intrinsic,13199,Intrinsic,"করোনা নিয়ে সবসময় আতংক লাগে ! ! বাসা থেকে মাঝে মধ্যে কাজের জন্য বের হতে হয় । সর্বোচ্চ সতর্কতা অবলম্বন করে ঘর থেকে বের হই , কিন্তু বাসায় ফিরে আসার পর মনে হয় আমি মনে হয় আক্রান্ত হয়ে গেলাম । বাসায় ৬ মাসের ছেলে আছে ওকে নিয়ে অনেক চিন্তা হয় । ঘুম কম হচ্ছে আর মাথায় সব আজেবাজে চিন্তা ঘুরে , শরীর নিয়ে একটু অতি সচেতন হয়ে যায় মাঝে মধ্যে , গুগল ঘাটাঘাটি করি । আমার এনজাইটির সমস্যা আছে । সাহায্য চাই , উপকৃত হব । ধন্যবাদ ❤❤❤",করোনা নিয়ে দুশ্চিন্তা হয় । ঘুম কম হয় । এনজাইটির সমস্যা আছে । পরামর্শ চাই ।,"করোনায় আক্রান্ত হওয়ার ভয় সবসময় থাকে। বাইরে থেকে এসে মনে হয় উপসর্গ শুরু হয়েছে। ৬ মাসের বাচ্চাকে নিয়ে দুশ্চিন্তা, ঘুম প্রায় হয় না। আগে থেকেই প্যানিক ডিসঅর্ডার আছে। কী করলে ভালো হবে?",yes
13199::Factual Contradiction,13199,Factual Contradiction,"করোনা নিয়ে সবসময় আতংক লাগে ! ! বাসা থেকে মাঝে মধ্যে কাজের জন্য বের হতে হয় । সর্বোচ্চ সতর্কতা অবলম্বন করে ঘর থেকে বের হই , কিন্তু বাসায় ফিরে আসার পর মনে হয় আমি মনে হয় আক্রান্ত হয়ে গেলাম । বাসায় ৬ মাসের ছেলে আছে ওকে নিয়ে অনেক চিন্তা হয় । ঘুম কম হচ্ছে আর মাথায় সব আজেবাজে চিন্তা ঘুরে , শরীর নিয়ে একটু অতি সচেতন হয়ে যায় মাঝে মধ্যে , গুগল ঘাটাঘাটি করি । আমার এনজাইটির সমস্যা আছে । সাহায্য চাই , উপকৃত হব । ধন্যবাদ ❤❤❤",করোনা নিয়ে দুশ্চিন্তা হয় । ঘুম কম হয় । এনজাইটির সমস্যা আছে । পরামর্শ চাই ।,করোনা নিয়ে কোনো দুশ্চিন্তা হয় না। ঘুম বেশি হয়। এনজাইটির সমস্যা নেই। পরামর্শ চাই।,yes
13199::Non-factual,13199,Non-factual,"করোনা নিয়ে সবসময় আতংক লাগে ! ! বাসা থেকে মাঝে মধ্যে কাজের জন্য বের হতে হয় । সর্বোচ্চ সতর্কতা অবলম্বন করে ঘর থেকে বের হই , কিন্তু বাসায় ফিরে আসার পর মনে হয় আমি মনে হয় আক্রান্ত হয়ে গেলাম । বাসায় ৬ মাসের ছেলে আছে ওকে নিয়ে অনেক চিন্তা হয় । ঘুম কম হচ্ছে আর মাথায় সব আজেবাজে চিন্তা ঘুরে , শরীর নিয়ে একটু অতি সচেতন হয়ে যায় মাঝে মধ্যে , গুগল ঘাটাঘাটি করি । আমার এনজাইটির সমস্যা আছে । সাহায্য চাই , উপকৃত হব । ধন্যবাদ ❤❤❤",করোনা নিয়ে দুশ্চিন্তা হয় । ঘুম কম হয় । এনজাইটির সমস্যা আছে । পরামর্শ চাই ।,"করোনা নিয়ে তীব্র দুশ্চিন্তা হয়। ঘুম কম হয়। ৬ মাসের শিশুকে নিয়ে ভয় বাড়ে। এনজাইটির সমস্যা আছে, মাঝে মাঝে ক্লোনাজেপামও খাচ্ছেন। পরামর্শ চাই।",yes
15576::Non-factual,15576,Non-factual,"আসসালামু আলাইকুম । ইদানিং খুব বেশি অবসাদে ভুগছি । এইটাকে হয়তো ডিপ্রেশন বলা যাবেনা পুরোপুরি । তবে , কিছু ভালো লাগেনা , কাজে মন বসেনা , মেজাজ খিটখিটে থাকে । এমনি সময়ে হাসিখুশি স্বভাবের হলেও মাঝে মাঝে ওভার রিএক্ট করে ফেলি । আরও কিছু তথ্যঃ আমার ব্রেকাপ হয়েছে ৬ - ৭মাস আগে । এখনো পুরোপুরি রিকভার করে উঠতে পারিনি পুরোপুরি বিষয়টি থাকে । আবার , আমি ইউনিভার্সিটি পাল্টাতে চাচ্ছি কিন্তু পরিবার মেনে নিতে চাচ্ছে না । এমতাবস্থায় কি করা যেতে পারে ?",মানসিকভাবে বিপর্যস্ত । কোনো কাজে মন বসে না । কি করনীয় ?,"মানসিকভাবে বিপর্যস্ত, প্রায় ৮ মাস ধরে কোনো কাজে মন বসে না। সেরোটিনের ঘাটতির মতো মনে হচ্ছে। কী করণীয়?",yes
15576::Intrinsic,15576,Intrinsic,"আসসালামু আলাইকুম । ইদানিং খুব বেশি অবসাদে ভুগছি । এইটাকে হয়তো ডিপ্রেশন বলা যাবেনা পুরোপুরি । তবে , কিছু ভালো লাগেনা , কাজে মন বসেনা , মেজাজ খিটখিটে থাকে । এমনি সময়ে হাসিখুশি স্বভাবের হলেও মাঝে মাঝে ওভার রিএক্ট করে ফেলি । আরও কিছু তথ্যঃ আমার ব্রেকাপ হয়েছে ৬ - ৭মাস আগে । এখনো পুরোপুরি রিকভার করে উঠতে পারিনি পুরোপুরি বিষয়টি থাকে । আবার , আমি ইউনিভার্সিটি পাল্টাতে চাচ্ছি কিন্তু পরিবার মেনে নিতে চাচ্ছে না । এমতাবস্থায় কি করা যেতে পারে ?",মানসিকভাবে বিপর্যস্ত । কোনো কাজে মন বসে না । কি করনীয় ?,"মানসিকভাবে ভীষণ ডিপ্রেশনে আছেন, প্রায় ছয়-সাত মাস ধরে কোনো কিছুতেই আগ্রহ পাচ্ছেন না এবং মেজাজ সবসময় খারাপ থাকে। পারিবারিক ও সম্পর্কজনিত চাপের কারণে পড়াশোনাতেও মন বসছে না। এখন কী চিকিৎসা বা করণীয়?",yes
15576::Factual Contradiction,15576,Factual Contradiction,"আসসালামু আলাইকুম । ইদানিং খুব বেশি অবসাদে ভুগছি । এইটাকে হয়তো ডিপ্রেশন বলা যাবেনা পুরোপুরি । তবে , কিছু ভালো লাগেনা , কাজে মন বসেনা , মেজাজ খিটখিটে থাকে । এমনি সময়ে হাসিখুশি স্বভাবের হলেও মাঝে মাঝে ওভার রিএক্ট করে ফেলি । আরও কিছু তথ্যঃ আমার ব্রেকাপ হয়েছে ৬ - ৭মাস আগে । এখনো পুরোপুরি রিকভার করে উঠতে পারিনি পুরোপুরি বিষয়টি থাকে । আবার , আমি ইউনিভার্সিটি পাল্টাতে চাচ্ছি কিন্তু পরিবার মেনে নিতে চাচ্ছে না । এমতাবস্থায় কি করা যেতে পারে ?",মানসিকভাবে বিপর্যস্ত । কোনো কাজে মন বসে না । কি করনীয় ?,মানসিকভাবে বেশ ভালো আছেন। সব কাজেই মন বসে। কি করনীয়?,yes
1773::Intrinsic,1773,Intrinsic,আমার বাবার বয়স ৬০ অনেক দিন জাবত মুখের ভিতরে গা হয়েচে ৪ বচর জাবত প্রতম ডাক্তার সিলেটের নাইম সার কে দেকিয়ে চি অনি বলেচেন কেন্সার পরে অপারেশন করিয়েচি ৪ বার মুখের গা কমে নি একন মুখের মাংস পরিক্কা করেচি একন কোন রোগ নেই কিন্তু গা কমচে না অনেক বেতা হয় একন কি করতে পারি দয়া করে বলবেন,বয়স ৬০ । ৪ বছর হলো মুখে ঘা হয়েছে । ব্যাথা করে । কি করনীয় ?,"বয়স ৬০। প্রায় ৫ বছর ধরে জিহ্বা ও মুখের ভেতরে ঘা আছে। ৪ বার অপারেশনের পরও কমেনি, এখন বায়োপসিতে সংক্রমণ ধরা পড়েছে। খুব ব্যথা হয়। কী করণীয়?",yes
1773::Non-factual,1773,Non-factual,আমার বাবার বয়স ৬০ অনেক দিন জাবত মুখের ভিতরে গা হয়েচে ৪ বচর জাবত প্রতম ডাক্তার সিলেটের নাইম সার কে দেকিয়ে চি অনি বলেচেন কেন্সার পরে অপারেশন করিয়েচি ৪ বার মুখের গা কমে নি একন মুখের মাংস পরিক্কা করেচি একন কোন রোগ নেই কিন্তু গা কমচে না অনেক বেতা হয় একন কি করতে পারি দয়া করে বলবেন,বয়স ৬০ । ৪ বছর হলো মুখে ঘা হয়েছে । ব্যাথা করে । কি করনীয় ?,বয়স ৬০। ৫ বছর ধরে মুখে ঘা হয়েছে। খুব ব্যথা করে। ঢাকা মেডিকেলে বায়োপসি নেগেটিভ এসেছে। এখন কি করণীয়?,yes
1773::Factual Contradiction,1773,Factual Contradiction,আমার বাবার বয়স ৬০ অনেক দিন জাবত মুখের ভিতরে গা হয়েচে ৪ বচর জাবত প্রতম ডাক্তার সিলেটের নাইম সার কে দেকিয়ে চি অনি বলেচেন কেন্সার পরে অপারেশন করিয়েচি ৪ বার মুখের গা কমে নি একন মুখের মাংস পরিক্কা করেচি একন কোন রোগ নেই কিন্তু গা কমচে না অনেক বেতা হয় একন কি করতে পারি দয়া করে বলবেন,বয়স ৬০ । ৪ বছর হলো মুখে ঘা হয়েছে । ব্যাথা করে । কি করনীয় ?,বয়স ৬০। ৪ বছর হলো মুখের ঘা সেরে গেছে। ব্যথা করে না। কি করণীয়?,yes
542::Intrinsic,542,Intrinsic,"আমি কুব মানুষিক অবস্তায় আচি আমার কিচু ভালো লাগে না বেড়াইতে ভালো লাগে না কারো সাতে আলাপ করতে বালো লাগে না কেমন জানি কি একটা কম কম লাগে । অই টা অইচে আমি গত তিন মাস আগে দেসে গিয়ে চিলাম আমি , আমার জর হয়েচিলো আমি ১৫ দিন জাবত গরে সুয়ে আচিলাম এর পর তেকে আমার এই আবস্তা , , আমকে জানান আমি কি অসুদ খেতে হবে , দয়া করে পিলিজ , ,","১৫ দিন যাবৎ জ্বর ছিল । এখন মানসিক অবস্থা ভালো না , কোনো কিছুই ভালো লাগে না","তিন সপ্তাহ ধরে জ্বর ছিল। এরপর থেকে মানসিক অবস্থা খারাপ, কারো সাথে কথা বলতে ইচ্ছা করে না এবং বাইরে গেলেও অস্থির লাগে।",yes
542::Non-factual,542,Non-factual,"আমি কুব মানুষিক অবস্তায় আচি আমার কিচু ভালো লাগে না বেড়াইতে ভালো লাগে না কারো সাতে আলাপ করতে বালো লাগে না কেমন জানি কি একটা কম কম লাগে । অই টা অইচে আমি গত তিন মাস আগে দেসে গিয়ে চিলাম আমি , আমার জর হয়েচিলো আমি ১৫ দিন জাবত গরে সুয়ে আচিলাম এর পর তেকে আমার এই আবস্তা , , আমকে জানান আমি কি অসুদ খেতে হবে , দয়া করে পিলিজ , ,","১৫ দিন যাবৎ জ্বর ছিল । এখন মানসিক অবস্থা ভালো না , কোনো কিছুই ভালো লাগে না","২০ দিন ধরে জ্বর ছিল। এখন মানসিক অবস্থা খুব খারাপ, কোনো কিছুই ভালো লাগে না, ঢাকা মেডিকেলে দেখানোর পরও অস্থিরতা কমেনি।",yes
542::Factual Contradiction,542,Factual Contradiction,"আমি কুব মানুষিক অবস্তায় আচি আমার কিচু ভালো লাগে না বেড়াইতে ভালো লাগে না কারো সাতে আলাপ করতে বালো লাগে না কেমন জানি কি একটা কম কম লাগে । অই টা অইচে আমি গত তিন মাস আগে দেসে গিয়ে চিলাম আমি , আমার জর হয়েচিলো আমি ১৫ দিন জাবত গরে সুয়ে আচিলাম এর পর তেকে আমার এই আবস্তা , , আমকে জানান আমি কি অসুদ খেতে হবে , দয়া করে পিলিজ , ,","১৫ দিন যাবৎ জ্বর ছিল । এখন মানসিক অবস্থা ভালো না , কোনো কিছুই ভালো লাগে না","১৫ দিন যাবৎ জ্বর ছিল না। এখন মানসিক অবস্থা ভালো, অনেক কিছুই ভালো লাগে না।",yes
2161::Intrinsic,2161,Intrinsic,"আমার মুখে সাদা সাদা দাগ হয়েছে , ৪ বছর আগে একবার হয়ে ছিলো , তখন ময়মনসিংহ মেডিকেল কলেজ হাসপাতালের চর্ম বিভাগে দেখিয়ে ছিলাম , আমাকে তখন একটি সাবান মুখে ব্যাবহার করতে দিয়ে ছিলো , তিনি রোগটার নাম । সেলুন বলে ছিলেনন , আমার কাছে ঐ ব্যাবস্তাটা নেই , আমি কি ব্যবহার করতে পারি ?",মুখে সাদা দাগ হয়েছে । কি করনীয় ?,"মুখে সাদা সাদা দাগ ৪ বছর ধরে বারবার হচ্ছে। আগে চর্ম বিভাগে দেখিয়ে একটি মেডিকেটেড সাবান ও মলম দেওয়া হয়েছিল, ডাক্তার এটাকে ছত্রাকজনিত সমস্যা বলেছিলেন। এখন আবার বেড়েছে, কী ব্যবহার করা যেতে পারে?",yes
2161::Factual Contradiction,2161,Factual Contradiction,"আমার মুখে সাদা সাদা দাগ হয়েছে , ৪ বছর আগে একবার হয়ে ছিলো , তখন ময়মনসিংহ মেডিকেল কলেজ হাসপাতালের চর্ম বিভাগে দেখিয়ে ছিলাম , আমাকে তখন একটি সাবান মুখে ব্যাবহার করতে দিয়ে ছিলো , তিনি রোগটার নাম । সেলুন বলে ছিলেনন , আমার কাছে ঐ ব্যাবস্তাটা নেই , আমি কি ব্যবহার করতে পারি ?",মুখে সাদা দাগ হয়েছে । কি করনীয় ?,মুখে কালো কালো দাগ হয়েছে। আগে কখনও হয়নি। কী ব্যবহার করতে পারেন?,yes
2161::Non-factual,2161,Non-factual,"আমার মুখে সাদা সাদা দাগ হয়েছে , ৪ বছর আগে একবার হয়ে ছিলো , তখন ময়মনসিংহ মেডিকেল কলেজ হাসপাতালের চর্ম বিভাগে দেখিয়ে ছিলাম , আমাকে তখন একটি সাবান মুখে ব্যাবহার করতে দিয়ে ছিলো , তিনি রোগটার নাম । সেলুন বলে ছিলেনন , আমার কাছে ঐ ব্যাবস্তাটা নেই , আমি কি ব্যবহার করতে পারি ?",মুখে সাদা দাগ হয়েছে । কি করনীয় ?,"মুখে সাদা সাদা দাগ হয়েছে, প্রায় ৬ বছর আগে একই সমস্যা হয়েছিল। তখন ঢাকা মেডিকেল কলেজ হাসপাতালের চর্ম বিভাগে দেখিয়ে একটি মেডিকেটেড সাবান ও কিটোকোনাজল ক্রিম ব্যবহার করতে বলা হয়েছিল। এখন আগের প্রেসক্রিপশন নেই, কী ব্যবহার করা যেতে পারে?",yes
16443::Intrinsic,16443,Intrinsic,"আমার মেয়ের বয়স ৩ মাস । দিনের বেলা ৪ / ৫ ঘন্টা ঘুমায় , আবার সন্ধ্যা ৭ টায় ঘুমায় রাত ১১ / ১২ টায় জেগে উঠে , আর ঘুমায় না , বাকীরাত জেগে থাকে , হাল্কা কান্নাকাটিও করে , আবার ভোর ৪ / ৫য়ার দিকে ঘুম যায় । এমতাবস্থায় করণীয় কি ? জানালে খুশী হব ।",বয়স ৩ মাস । রাতে জেগে থাকে । দিনের বেশিরভাগ সময় ঘুমায় । কান্না করে । কি করনীয় ?,"বয়স ৩ মাস। দিনে খুব কম ঘুমায়, রাতে বারবার জেগে কান্না করে। সন্ধ্যার পর থেকে অস্থির থাকে। কী করণীয়?",yes
16443::Non-factual,16443,Non-factual,"আমার মেয়ের বয়স ৩ মাস । দিনের বেলা ৪ / ৫ ঘন্টা ঘুমায় , আবার সন্ধ্যা ৭ টায় ঘুমায় রাত ১১ / ১২ টায় জেগে উঠে , আর ঘুমায় না , বাকীরাত জেগে থাকে , হাল্কা কান্নাকাটিও করে , আবার ভোর ৪ / ৫য়ার দিকে ঘুম যায় । এমতাবস্থায় করণীয় কি ? জানালে খুশী হব ।",বয়স ৩ মাস । রাতে জেগে থাকে । দিনের বেশিরভাগ সময় ঘুমায় । কান্না করে । কি করনীয় ?,বয়স ৪ মাস। রাতে প্রায় পুরোটা জেগে থাকে। দিনের বেলায় ৬/৭ ঘণ্টা ঘুমায়। হালকা কান্নাকাটি করে। কি করণীয়?,yes
16443::Factual Contradiction,16443,Factual Contradiction,"আমার মেয়ের বয়স ৩ মাস । দিনের বেলা ৪ / ৫ ঘন্টা ঘুমায় , আবার সন্ধ্যা ৭ টায় ঘুমায় রাত ১১ / ১২ টায় জেগে উঠে , আর ঘুমায় না , বাকীরাত জেগে থাকে , হাল্কা কান্নাকাটিও করে , আবার ভোর ৪ / ৫য়ার দিকে ঘুম যায় । এমতাবস্থায় করণীয় কি ? জানালে খুশী হব ।",বয়স ৩ মাস । রাতে জেগে থাকে । দিনের বেশিরভাগ সময় ঘুমায় । কান্না করে । কি করনীয় ?,বয়স ৩ মাস। রাতে ভালো ঘুমায়। দিনের বেশিরভাগ সময় জেগে থাকে। কান্নাকাটি করে না। কি করণীয়?,yes
23012::Intrinsic,23012,Intrinsic,"আসসালামু আলাইকুম স্যার । আমার মেয়ের বয়স ৫ বছর । আলহামদুলিল্লাহ অসুখ বিসুখ খুবই কম । মোটামোটি পরিষ্কার পরিচ্ছন্ন থাকে সবসময় । কিন্তু ছোট বেলা থেকেই সর্দি সমস্যা । এখনও অনবরত পানির মত আবার কখনও পাকা সর্দি নাক দিয়ে ঝরতে থাকে যা বাচ্চার জন্য এমনকি আমাদের জন্যও খুবি অসস্থিকর । কি ব্যবহার করলে এ অবস্থা থেকে মুক্তি পাবে , অন্ততঃ সর্দি কমে যাবে জানালে উপকৃত হব ।",বয়স ৫ । ছোট থেকে পাকা সর্দি পানির মতো নাক থেকে ঝরতে থাকে । কি করণীয় ?,"বয়স ৫। গত কয়েক মাস ধরে নাক দিয়ে প্রায়ই পানির মতো সর্দি ঝরে, মাঝে মাঝে ঘন হলুদ সর্দিও হয়। কী ব্যবহার করলে কমবে?",yes
23012::Non-factual,23012,Non-factual,"আসসালামু আলাইকুম স্যার । আমার মেয়ের বয়স ৫ বছর । আলহামদুলিল্লাহ অসুখ বিসুখ খুবই কম । মোটামোটি পরিষ্কার পরিচ্ছন্ন থাকে সবসময় । কিন্তু ছোট বেলা থেকেই সর্দি সমস্যা । এখনও অনবরত পানির মত আবার কখনও পাকা সর্দি নাক দিয়ে ঝরতে থাকে যা বাচ্চার জন্য এমনকি আমাদের জন্যও খুবি অসস্থিকর । কি ব্যবহার করলে এ অবস্থা থেকে মুক্তি পাবে , অন্ততঃ সর্দি কমে যাবে জানালে উপকৃত হব ।",বয়স ৫ । ছোট থেকে পাকা সর্দি পানির মতো নাক থেকে ঝরতে থাকে । কি করণীয় ?,বয়স ৫। জন্মের পর থেকেই পানির মতো ও মাঝে মাঝে হলুদ পাকা সর্দি নাক দিয়ে ঝরে। ন্যাজিভিন ড্রপ ব্যবহার করেও কমছে না। কী করণীয়?,yes
23012::Factual Contradiction,23012,Factual Contradiction,"আসসালামু আলাইকুম স্যার । আমার মেয়ের বয়স ৫ বছর । আলহামদুলিল্লাহ অসুখ বিসুখ খুবই কম । মোটামোটি পরিষ্কার পরিচ্ছন্ন থাকে সবসময় । কিন্তু ছোট বেলা থেকেই সর্দি সমস্যা । এখনও অনবরত পানির মত আবার কখনও পাকা সর্দি নাক দিয়ে ঝরতে থাকে যা বাচ্চার জন্য এমনকি আমাদের জন্যও খুবি অসস্থিকর । কি ব্যবহার করলে এ অবস্থা থেকে মুক্তি পাবে , অন্ততঃ সর্দি কমে যাবে জানালে উপকৃত হব ।",বয়স ৫ । ছোট থেকে পাকা সর্দি পানির মতো নাক থেকে ঝরতে থাকে । কি করণীয় ?,"বয়স ৫। ছোট থেকে নাক একদম শুকনো থাকে, সর্দি প্রায় হয় না। কী করণীয়?",yes
3173::Intrinsic,3173,Intrinsic,আস সালামু আলাইকুম স্যার আমার শরির একেবারে দূর্বল । কোন কাজই করতে ভাল লাগেনা । শক্তি পাইনা । শরির সব সময়ই অলস লাগে । অনেক আগে থেকেই মনে হয় চখে কম দেখি । কখনো কখনো কয়েক হাত দূরের জিনিস মনে হয় দুরে দেখা যায় । কখনো ঝাপসা দেখি । । হঠাৎ চখ শুখিয়ে যায় তখন মনে হয় চখে কোন কিছু আটকে আছে ।,"শরীর একেবারে দুর্বল । কাজ করতে ভাল লাগেনা । শক্তি পাইনা । অনেক আগে থেকেই মনে হয় চোখে কম দেখে । কখনো ঝাপসা লাগে । হঠাৎ চোখ শুখিয়ে যায় , মনে হয় চোখে কিছু আটকে আছে ।","শরীর খুব দুর্বল, কোনো কাজেই আগ্রহ লাগে না এবং সবসময় শক্তিহীন ও অলস লাগে। বেশ কয়েক মাস ধরে চোখে কম দেখে, কখনো কাছের জিনিসও দূরে মনে হয় এবং মাঝে মাঝে ডাবল বা ঝাপসা দেখা দেয়। হঠাৎ চোখ শুকিয়ে গেলে মনে হয় চোখে বালুর মতো কিছু আটকে আছে।",no
3173::Non-factual,3173,Non-factual,আস সালামু আলাইকুম স্যার আমার শরির একেবারে দূর্বল । কোন কাজই করতে ভাল লাগেনা । শক্তি পাইনা । শরির সব সময়ই অলস লাগে । অনেক আগে থেকেই মনে হয় চখে কম দেখি । কখনো কখনো কয়েক হাত দূরের জিনিস মনে হয় দুরে দেখা যায় । কখনো ঝাপসা দেখি । । হঠাৎ চখ শুখিয়ে যায় তখন মনে হয় চখে কোন কিছু আটকে আছে ।,"শরীর একেবারে দুর্বল । কাজ করতে ভাল লাগেনা । শক্তি পাইনা । অনেক আগে থেকেই মনে হয় চোখে কম দেখে । কখনো ঝাপসা লাগে । হঠাৎ চোখ শুখিয়ে যায় , মনে হয় চোখে কিছু আটকে আছে ।","শরীর একেবারে দুর্বল, কাজ করতে ভাল লাগে না, শক্তি পায় না। প্রায় ৬ মাস ধরে মনে হয় চোখে কম দেখে। কখনো ঝাপসা লাগে। হঠাৎ চোখ শুকিয়ে যায়, মনে হয় চোখে কিছু আটকে আছে।",yes
3173::Factual Contradiction,3173,Factual Contradiction,আস সালামু আলাইকুম স্যার আমার শরির একেবারে দূর্বল । কোন কাজই করতে ভাল লাগেনা । শক্তি পাইনা । শরির সব সময়ই অলস লাগে । অনেক আগে থেকেই মনে হয় চখে কম দেখি । কখনো কখনো কয়েক হাত দূরের জিনিস মনে হয় দুরে দেখা যায় । কখনো ঝাপসা দেখি । । হঠাৎ চখ শুখিয়ে যায় তখন মনে হয় চখে কোন কিছু আটকে আছে ।,"শরীর একেবারে দুর্বল । কাজ করতে ভাল লাগেনা । শক্তি পাইনা । অনেক আগে থেকেই মনে হয় চোখে কম দেখে । কখনো ঝাপসা লাগে । হঠাৎ চোখ শুখিয়ে যায় , মনে হয় চোখে কিছু আটকে আছে ।","শরীর একেবারে দুর্বল নয়। কাজ করতে ভাল লাগে এবং শক্তি পায়। অনেক আগে থেকেই মনে হয় চোখে ভালো দেখে। কখনো ঝাপসা লাগে না। হঠাৎ চোখ ভিজে যায়, মনে হয় চোখে কিছুই আটকে নেই।",yes
