id,context,question,correct_answer,is_hallucinated
bengali--9070222029717674258-9,"বিংশ শতকের শুরুতেই সমগ্র বিশ্বকে আন্দোলিত করা একটি তত্ত্ব হল মনোবিশ্লেষণ বা মনঃসমীক্ষণ। এই তত্ত্বের প্রভাবেই চিকিৎসাবিজ্ঞানে সংযোজিত হয়েছিল এক নতুন শাখা; সেটি হল চিকিৎসা মনোবিজ্ঞান বা মনোরোগ বিজ্ঞান। মনোবিজ্ঞানের জনক ছিলেন অস্ট্রিয়ার ভিয়েনা শহরের শারীরবিজ্ঞানী ডাঃ সিগমুন্ড ফ্রয়েড। ফ্রয়েডের পরে মনোবিশ্লষণের জগতে অবদান রেখে যাওয়া কয়েকজন জগতবিখ্যাত মনোবিদের ভিতর কার্ল গুষ্টাভ য়ুং, আলফ্রেড এডলার, এরিক এরিকসন উল্লেখযোগ্য। এই তত্ত্ব কেবল মনোবিজ্ঞানের জগতকেই প্রভাবিত করে ক্ষান্ত থাকেনি, এটি মানুষের মন, সমাজ, সাহিত্য, জীবনাদর্শের ওপরেও গভীরভাবে প্রভাব বিস্তার করেছিল। মানুষ নামক প্রাণীটির সম্পর্কে এই তত্ত্বই মানুষকে নতুন করে ভাবতে বাধ্য করেছিল। এই তত্ত্বই আমাদেরকে নতুন করে শেখায় যে মানুষ অমৃতের সন্তান নয়, এমনকি আগেকার পণ্ডিতদের ভাবনা-চিন্তা অনুযায়ী মানুষ যুক্তিবাদী প্রাণীও নয়। মানুষ আসলে কিছু জৈবিক প্রবৃত্তি ও আবেগের দ্বারা পরিচালিত হয়; এবং সবচেয়ে জরুরি কথাটি হল দূর-দূরান্তের গ্রহ-নক্ষত্র সম্পর্কে জানলেও মানুষ কিন্তু বেশিরভাগ নিজের বিষয়েই অন্ধ হয়ে থাকে। মনোবিশ্লেষণ মানুষের মনোজগতের বহু গোপন রহস্য আমাদের কাছে তুলে ধরেছিল। মানুষের মন সম্পর্কে আবিষ্কৃত এই অপ্রিয় কিন্তু সত্যি শোনানো কথাগুলি সেই সময়ের বহু লোক মেনে নিতে পারেনি, যদিও এমনসব কথাই জীবন সম্পর্কে উৎসুক নবপ্রজন্মকে উল্লসিতও করেছিল। যদিও মনোবিশ্লেষণবাদ প্রয়োগিক ক্ষেত্রে সফল ও সর্বগ্রহণযোগ্য, তবুও একে বিজ্ঞান বলে প্রমাণ করতে অনেক যৌক্তিক সীমাবদ্ধতা চলে আসে। এককথায় বলতে গেলে মনোবিশ্লেষণ বা ফ্রয়েডীয় মনোবিজ্ঞান মানুষের অবচেতন মনের এক দার্শনিক অনুমানভিত্তিক অধ্যয়ন। মানসিক রোগ নিরাময়, মনের অস্বাভাবিক ভাব-অনুভূতির বিশ্লেষণ, স্বপ্ন বিশ্লেষণ, নারী ও শিশুমনের বিশ্লেষণের ক্ষেত্রে ফ্রয়েডীয় মনোবিশ্লেষণ আজও প্রভাবশালী ও অপ্রতিদ্বন্দী।",মনোরোগ বিজ্ঞান বা মানসিক রোগ বিজ্ঞানের জনক কাকে বলা হয় ?,সিগমুন্ড ফ্রয়েড,no
bengali--7786025931751511567-0,"গুপ্ত সাম্রাজ্য (সংস্কৃত: गुप्त राजवंश, Gupta Rājavaṃśa) ছিল একটি প্রাচীন ভারতীয় সাম্রাজ্য। আনুমানিক খ্রিষ্টীয় ৩২০ থেকে ৫৫০ অব্দের মধ্যবর্তী সময়ে ভারতীয় উপমহাদেশের অধিকাংশ অঞ্চল জুড়ে এই সাম্রাজ্য প্রসারিত ছিল।[1] মহারাজ শ্রীগুপ্ত ধ্রুপদি সভ্যতা-র আদর্শে এই সাম্রাজ্য প্রতিষ্ঠা করেন।[2] গুপ্ত শাসকদের ভারতে যে শান্তি ও সমৃদ্ধি স্থাপিত হয়েছিল, তার ফলশ্রুতিতে দেশ বৈজ্ঞানিক ও শিল্পক্ষেত্রে বিশেষ উৎকর্ষ লাভ করতে সক্ষম হয়।[3] গুপ্তযুগকে বলা হয় ভারতের স্বর্ণযুগ।[4] এই যুগ ছিল আবিষ্কার, বিজ্ঞান ও প্রযুক্তি, বাস্তুবিদ্যা, শিল্প, ন্যায়শাস্ত্র, সাহিত্য, গণিত, জ্যোতির্বিদ্যা, ধর্ম ও দর্শনের বিশেষ উৎকর্ষের যুগ; বর্তমান হিন্দু সংস্কৃতি মূলত এই যুগেরই ফসল।[5] গুপ্ত যুুগের আমলে অনেক পণ্ডিত ব্যক্তি যেমন কালিদাস, আর্যভট্ট, বরাহমিহির, বিষ্ণু শর্মা -এর অবির্ভাব হয়েছিলো।  প্রথম চন্দ্রগুপ্ত, সমুদ্রগুপ্ত ও দ্বিতীয় চন্দ্রগুপ্ত ছিলেন গুপ্ত সাম্রাজ্যের সর্বাপেক্ষা প্রসিদ্ধ সম্রাট।[6]",গুপ্ত বংশের প্রতিষ্ঠাতা কে ?,শ্রীগুপ্ত,no
bengali--1919830426120291281-2,"১৯৭১ খ্রিস্টাব্দে বাংলাদেশের মুক্তিযুদ্ধ চলাকালে পাকিস্তানী সেনাবাহিনী তাঁকে আটক করে এবং নির্যাতনের পর হত্যার জন্য গুলি চালায়। তিনি অলৌকিকভাবে বেঁচে যান।[2] হুমায়ূন আহমেদ রচিত প্রথম উপন্যাস নন্দিত নরকে, ১৯৭২ সালে প্রকাশিত হয়। সত্তর দশকের এই সময় থেকে শুরু করে মৃত্যু অবধি তিনি ছিলেন বাংলা গল্প-উপন্যাসের অপ্রতিদ্বন্দ্বী কারিগর। এই কালপর্বে তাঁর গল্প-উপন্যাসের জনপ্রিয়তা ছিল তুলনারহিত। তাঁর সৃষ্ট হিমু এবং মিসির আলি ও শুভ্র চরিত্রগুলি বাংলাদেশের যুবকশ্রেণীকে গভীরভাবে উদ্বেলিত করেছে। বিজ্ঞান কল্পকাহিনীও তাঁর সৃষ্টিকর্মের অন্তর্গত, তাঁর রচিত প্রথম বিজ্ঞান কল্পকাহিনী তোমাদের জন্য ভালোবাসা। তাঁর নির্মিত চলচ্চিত্রসমূহ পেয়েছে অসামান্য দর্শকপ্রিয়তা। তবে তাঁর টেলিভিশন নাটকগুলি ছিল সর্বাধিক জনপ্রিয়। সংখ্যায় বেশি না হলেও তাঁর রচিত গানগুলোও জনপ্রিয়তা লাভ করে। তাঁর অন্যতম উপন্যাস হলো মধ্যাহ্ন, জোছনা ও জননীর গল্প, মাতাল হাওয়া, লীলাবতী, কবি, বাদশাহ নামদার ইত্যাদি। বাংলা সাহিত্যের উপন্যাস শাখায় অসামান্য অবদানের জন্য তিনি ১৯৮১ সালে বাংলা একাডেমি প্রদত্ত বাংলা একাডেমি সাহিত্য পুরস্কার লাভ করেন। এছাড়া বাংলা ভাষা ও সাহিত্যে তাঁর অবদানের জন্য ১৯৯৪ সালে বাংলাদেশ সরকার তাঁকে একুশে পদকে ভূষিত করে।",কথাশিল্পী হুমায়ূন আহমেদ রচিত প্রথম উপন্যাসটি কবে প্রকাশিত হয় ?,১৯৭২ সালে,no
bengali-3143414516689833649-0,"আর্সেনাল ফুটবল ক্লাব (আর্সেনাল, গানার্স নামে পরিচিত) একটি ইংরেজ পেশাদার ফুটবল ক্লাব। ইংরেজ ফুটবলের ইতিহাসে অন্যতম সফল ক্লাব। আর্সেনাল মোট তের বার প্রথম বিভাগ এবং ইংলিশ প্রিমিয়ার লীগ শিরোপা, বারো বার এফএ কাপ এবং ২০০৫-০৬ মৌসুমে লন্ডনের প্রথম ক্লাব হিসাবে উয়েফা চ্যাম্পিয়ন্‌স লীগের ফাইনাল খেলার যোগ্যতা অর্জন করে। এছাড়াও ইউরোপীয় ফুটবলের সেরা ক্লাবদের সংঘ জি-১৪-এর গুরুত্বপুর্ণ সদস্য। আর্সেনালের প্রতিষ্ঠা ১৮৮৬ সালে দক্ষিণ-পূর্ব লন্ডনের ওউলিচে। ১৯১৩ সালে হাইবারিতে স্থানান্তরিত হয়। সেখানে স্থাপিত হয় আর্সেনাল স্টেডিয়াম। এরপর ২০০৬ সালের মে মাসে লন্ডনের হলোওয়েতে, এমিরেট্‌স স্টেডিয়াম তাদের প্রধান কার্যালয় হিসাবে আত্মপ্রকাশ করে।",আর্সেনাল ফুটবল ক্লাবটি কোন শহরে অবস্থিত ?,ওউলিচে,yes
bengali--7825994373549625891-1,"সঙ্গীতের গতিকে লয় বলে। গতির তারতম্যের জন্য লয়কে তিন ভাগে ভাগ করা যায় - ১) ধীরগতির সঙ্গীতের জন্য বিলম্বিত লয়, ২) দ্রুতগতির সঙ্গীতের জন্য দ্রুত লয় এবং ৩) মধ্যগতির সঙ্গীতের জন্য মধ্য লয়। মধ্য লয় বিলম্বিত লয়ের দ্বিগুণ ও দ্রুত লয়ের অর্ধেক গতির হয়ে থাকে। মাত্রা সঙ্গীতের লয় বা গতির দুরত্ব মাপার জন্য ব্যবহৃত হয়। প্রত্যেকটি মাত্রার মধ্যবর্তী ব্যবধান সমান হয়। কয়েকটি ছন্দোবদ্ধ মাত্রার সমষ্টি দিয়ে তৈরী হয় একটি তাল।[1]",সঙ্গীতের গতিকে কি বলা হয় ?,লয়,no
bengali-7402816199744955879-3,"১৬৫৮ সালে শাহজাহানের জ্যেষ্ঠ পুত্র দারাশিকো রাজ শাসকের প্রতিনিধি হিসেবে ক্ষমতায় আরোহন করে। শাহজাহানের অপর পুত্র আওরঙ্গজেব কিছু ধর্মভিত্তিক গোষ্ঠীর সহায়তায় দিল্লির সিংহাসন দখল করেন। ১৬৫৯ সালে আওরঙ্গজেব তার ভাইকে যুদ্ধে পরাজিত করেন এবং মৃত্যুদণ্ড প্রদান করেন।[7] যদিও শাহজাহান তখন সম্পূর্ণ সুস্থ ছিলেন, তথাপি আওরঙ্গজেব তাকে অসুস্থতার অজুহাত দেখিয়ে রাজকার্য পরিচালনা করার অযোগ্য ঘোষণা করে তাকে গৃহবন্দী করে রাখেন।",মুঘল সম্রাট জাহাঙ্গীরের পর কে মুঘল সম্রাট হন ?,আওরঙ্গজেব,yes
bengali-4925538618113663099-44,আওরঙ্গজেব তার পূর্বসূরীদের তুলনায় অনেক অনাড়াম্বর ছিলেন। তিনি ইসলামিক ক্যালিগ্রাফি পছন্দ করতেন। তার শাসনামলে লাহোরের বাদশাহী মসজিদ এবং আওরঙ্গবাদে তার স্ত্রী রাবিয়া উদ দুরানির স্মরণে বিবি কা মাকবারা নির্মাণ করেছিলেন।,আওরঙ্গজেবের স্ত্রীর নাম কি ছিল ?,রাবিয়া উদ দুরানি,yes
bengali--2670679576736811691-0,"প্রীতিলতা ওয়াদ্দেদার যিনি প্রীতিলতা ওয়াদ্দের নামেও পরিচিত (জন্ম: মে ৫, ১৯১১; মৃত্যু সেপ্টেম্বর ২৪, ১৯৩২)[1], ডাকনাম রাণী, ছদ্মনাম ফুলতার, একজন বাঙালী ছিলেন, যিনি ব্রিটিশ বিরোধী স্বাধীনতা আন্দোলনের অন্যতম নারী মুক্তিযোদ্ধা ও প্রথম বিপ্লবী মহিলা শহীদ ব্যক্তিত্ব।[2] তৎকালীন পূর্ববঙ্গে জন্ম নেয়া এই বাঙালি বিপ্লবী সূর্য সেনের নেতৃত্বে তখনকার ব্রিটিশ বিরোধী সশস্ত্র আন্দোলনে সক্রিয়ভাবে অংশ নেন এবং জীবন বিসর্জন করেন। ১৯৩২ খ্রিস্টাব্দে পাহাড়তলী ইউরোপিয়ান ক্লাব দখলের সময়[3][4] তিনি ১৫ জনের একটি বিপ্লবী দল পরিচালনা করেন।[5] এই ক্লাবটিতে একটি সাইনবোর্ড লাগানো ছিলো যাতে লেখা ছিলো ""কুকুর এবং ভারতীয়দের প্রবেশ নিষেধ""।[6][7] প্রীতিলতার দলটি ক্লাবটি আক্রমণ করে এবং পরবর্তিতে পুলিশ তাদের আটক করে। পুলিশের হাতে আটক এড়াতে প্রীতিলতা সায়ানাইড গলাধঃকরন করে আত্মহত্যা করেন।[8]",প্রীতিলতা ওয়াদ্দেদার কোন সালে জন্মগ্রহণ করেন ?,১৯১১,yes
bengali-1937732384790147463-3,"ইন্টেল স্থাপিত হয় ১৯৬৮ সালে মাউন্টেন ভিউ, ক্যালিফোর্নিয়ায়। গর্ডণ ই. মুর (একজন রসায়নবিদ এবং পদার্থবিদ) এবং রবার্ট নয়েস (পদার্থবিদ এবং ইন্টিগ্রেটেড সার্কিটের সহকারী উদ্ভাবক) যখন ""ফেয়ারচাইল্ড সেমিকন্ডাক্টর"" ছেড়ে যান তখন তারা এটি প্রতিষ্ঠা করেন। প্রতিষ্ঠার পর এর তৃতীয় চাকুরীজিবী ছিল এ্যন্ডি গ্রুভ[10], একজন রাসায়নিক কারিগর যিনি এই কোম্পানিকে পরিচালনা করেন ১৯৮০ এর দশকের বেশিরভাগ এবং ১৯৯০ এর দশকের সময় যখন ইন্টেল উন্নতিলাভ করেছিল।  প্রথমদিকে মুর এবং নয়েচ চেয়েছিলেন কোম্পানির নাম রাখা হবে ""মুর নয়েচ""[11]| কিন্তু এটি শুনতে প্রায় ""মোর নয়েজ"" এর মত শোনায় এবং ইলেক্ট্রনিক পণ্যের নামের সাথে মিলে না বিধায় এটি বাধ দেয়া হয়। এরপর প্রায় একবছর যাবৎ এনএম ইলেক্ট্রনিকস নামটি ব্যবহার করা হয় ইন্টেল নামটি দেয়ার আগে। এটি এসেছে ইন্টিগ্রেটেড ইলেক্ট্রনিকস থেকে সংক্ষেপে ""ইন্টেল""[12]। তখন ইন্টেল নামটি একটি হোটেল চেইনের জন্য ট্রেডমার্ক ছিল এতেকরে ইন্টেলকে তাদের নামের অধিকার ক্রয় করতে হয়[13]।",ইন্টেল কর্পোরেশন কোম্পানি কে প্রতিষ্ঠা করেন ?,গর্ডণ ই. মুর (একজন রসায়নবিদ এবং পদার্থবিদ) এবং রবার্ট নয়েস,no
bengali-1256980846334025372-12,হাঁস-মুরগির মতো যে কোনো মর্দা কবুতর মাদী কবুতরের সাথে সহজে জোড়া বাঁধে না। এদেরকে এক সাথে এক সপ্তাহ রাখলে জোড়া বাঁধে। মুরগীর ন্যায় কবুতরের জননতন্ত্রে ডিম উৎপন্ন হয়। তবে ডিম্বাশয়ে একসাথে সাধারণত মাত্র দু'টি ফলিকুল তৈরি হয়। এ কারণে প্রতিটি মাদী কবুতর দু'টি ডিম পাড়ে। ডিম পাড়ার ৪০-৪৪ ঘন্টা পূর্বে ডিম্ব স্খলন হয় এবং ডিম পাড়ার কমপক্ষে ২৪ ঘন্টা পূর্বে তা নিষিক্ত হয়। অর্থাৎ যে ১৬-২০ ঘন্টা পর্যন্ত ডিম ডিম্বনালীতে থাকে সে সময়ে তা নিষিক্ত হয়ে থাকে। ডিম পাড়ার পর থেকে মর্দা ও মাদী উভয় কবুতর পর্যায়ক্রমে ডিমে তা দিতে শুরু করে। মাদী কবুতর প্রায় বিকেল থেকে শুরু করে পরের দিন সকাল পর্যন্ত ডিমে তা দেয় এবং বাকী সময়টুকু অর্থাৎ সকাল থেকে বিকেল পর্যন্ত মর্দা কবুতর তা দিয়ে থাকে। তা দেয়ার পঞ্চম দিনেই ডিম পরীক্ষা করে উর্বর বা অনুর্বর ডিম চেনা যায়। বাতির সামনে ধরলে উর্বর ডিমের ভিতর রক্তনালী দেখা যায়। কিন্তু অনুর্বর ডিমের ক্ষেত্রে ডিমের ভিতর স্বচ্ছ দেখাবে। সাধারণত ডিম পাড়ার ১৭-১৮ দিন পর ডিম ফুটে বাচ্চা বের হয়। এভাবে একটি মাদী কবুতর সাধারণত ১২ মাসে ১০-১২ জোড়া বাচ্চা উৎপাদন করতে পারে। জন্মের প্রথম দিন থেকে ২৬ দিন বয়স পর্যন্ত কবুতরের বাচ্চার ক্রমবর্ধমান অবস্থা থাকে। প্রথমে সারা দেহ হলুদ পাতলা বর্ণের লোম দ্বারা আবৃত থাকে। এই সময় নাক ও কানের ছিদ্র বেশ বড় দেখায়। প্রায় ৪-৫ দিন পর বাচ্চার চোখ খোলে বা ফুটে। পনের দিনে সমস্ত শরীর পালকে ছেয়ে যায়। প্রায় ১৯-২০ দিনে দু'টো ডানা এবং লেজ পূর্ণতা লাভ করে ও ঠোঁট স্বাভাবিক হয়। এই ভাবে ২৬-২৮ দিনে কবুতরের বাচ্চা পূর্ণতা লাভ করে। কবুতর সাধারণত ২০-৩০ বছর পর্যন্ত বাঁচে। জঙ্গলী কবুতর ৫ বছর এবং গৃহপালিত কবুতর ১০-১৫ বছর বাঁচে। ৫-৬ মাস বয়স হলে স্ত্রী কবুতর ডিম দেয়। গড়ে প্রতি মাসে এক বার ডিম দেয়। বাচ্চা ২৫/২৬ দিন বয়স হলে খাবার উপযুক্ত হয়। এ সময় বাচ্চা সরিয়ে ফেললে মা কবুতর নতুন করে ডিম দিতে প্রস্তুতি গ্রহণ করে।,পাতি ময়নার ডিম ফুটে বাচ্চা বের হতে সর্বোচ্চ কতদিন সময় লাগে ?,১৭-১৮ দিন পর,yes
bengali-6619611904734574741-0,কররানী রাজবংশ সুলতান তাজ খান কররানী কর্তৃক ১৫৬৪ সালে স্থাপিত হয়। কররানীরা আফগান বংশোদ্ভূত ছিলেন। এটি বাংলা সালতানাতের শেষ রাজবংশ।,কররানী রাজবংশের প্রতিষ্ঠাতা কে ?,তাজ খান কররানী,yes
bengali-5062886283186840773-1,"৬৩৪ সালে আরব যুদ্ধে দামেস্ক বিজয়ের পর, জন দ্য বাপটিস্ট (খ্রিস্টান দীক্ষা দান গুরু) ইয়াহিয়া এর খ্রিস্টানদের উৎসর্গকৃত স্থানে এই মসজিদটি স্থাপিত হয়। এই মসজিদে এখনো যাতে এখনো জন দ্য মাপটিস্ট এর মাথা আছে বলে ধারনা করা হয়। এই স্থানটি খ্রিস্টান ও মুসলিম উভয়ই ধর্মাবলম্বীদের জন্য পবিত্র ও সম্মানজনক স্থান। খ্রিস্টান ধর্মাবলম্বীরা বিশ্বাস করে যে “যীশু” তার শেষের দিনগুলোতে এখানে আগমণ করেন। সালাদিনের মাজার মসজিদের উত্তরদিকের প্রাচীরের সাথে লাগানো একটি ছোট্ট বাগানে অবস্থিত।",উমাইয়া মসজিদ কোন রাজার আমলে তৈরি হয়েছিল ?,ইয়াহিয়া,yes
bengali--8092748794220835079-31,"ক্রিস্টোফার হ্যাডন্যাগি হলেন একজন পেশাদার নিরাপত্তা বিশেষজ্ঞ যিনি সোশ্যাল ইঞ্জিনিয়ারিং এর বস্তুগত এবং মনস্তাত্ত্বিক সংজ্ঞার প্রথম কাঠামো প্রণয়ন করেন[19]। তিনি বেশির ভাগ ক্ষেত্রে তার বই, পডকাস্ট এবং ডিইএফ কন সোশ্যাল ইঞ্জিনিয়ার ক্যাপচার দ্যা ফ্ল্যাগ এবং দ্যা সোশ্যাল ইঞ্জিনিয়ার সিটিএফ ফর কিডস এর জন্যই বেশি পরিচিত[18]।",সোশ্যাল ইঞ্জিনিয়ারিং শব্দটি কে প্রথম ব্যবহার করেন ?,ক্রিস্টোফার হ্যাডন্যাগি,yes
bengali-1748913151736851987-0,"ক্রিকেট সাউথ আফ্রিকা (English: Cricket South Africa) পেশাদার ও সৌখিন - উভয় ধরনের ক্রিকেট খেলায় দক্ষিণ আফ্রিকার সর্বোচ্চ পরিচালনা পরিষদ। প্রকৃতপক্ষে ১৯৯১ সালে এ সংস্থাটি দক্ষিণ আফ্রিকা ইউনাইটেড ক্রিকেট বোর্ড নামে প্রতিষ্ঠিত হয়েছিল। ২৯ জুন, ১৯৯১ তারিখে আন্তর্জাতিক ক্রিকেট কাউন্সিলের সদস্য পদ লাভ করে। জোহানেসবার্গভিত্তিক এ সংস্থার প্রধান নির্বাহী হিসেবে দায়িত্ব পালন করছেন হারুন লরগাত ও দক্ষিণ আফ্রিকা দলের কোচ হিসেবে রয়েছেন রাসেল ডোমিঙ্গো।",দক্ষিণ আফ্রিকা ক্রিকেট দলের বর্তমান প্রশিক্ষক কে ?,রাসেল ডোমিঙ্গো,yes
bengali--7378195374014458646-0,"জীবনানন্দ দাশ (/dʒɪbɒnʌnɒndɔː dʌʃ/) (১৮ ফেব্রুয়ারি, ১৮৯৯ - ২২ অক্টোবর, ১৯৫৪; ৬ ফাল্গুন, ১৩০৫ - ৫ কার্তিক, ১৩৬১ বঙ্গাব্দ)[1] ছিলেন বিংশ শতাব্দীর অন্যতম প্রধান আধুনিক বাঙালি কবি, লেখক, প্রাবন্ধিক। তিনি বাংলা কাব্যে আধুনিকতার পথিকৃতদের মধ্যে অন্যতম।[2] জীবনানন্দের প্রথম কাব্যে নজরুল ইসলামের প্রভাব থাকলেও দ্বিতীয় কাব্য থেকেই তিনি হয়ে ওঠেন মৌলিক ও ভিন্ন পথের অনুসন্ধানী।[2] মৃত্যুর পর থেকে শুরু করে বিংশ শতাব্দীর শেষ ধাপে তিনি জনপ্রিয়তা পেতে শুরু করেন এবং ১৯৯৯ খ্রিস্টাব্দে যখন তার জন্মশতবার্ষিকী পালিত হচ্ছিল ততদিনে তিনি বাংলা সাহিত্যের অন্যতম জনপ্রিয় কবিতে পরিণত হয়েছেন।[3]",কবি জীবনানন্দ দাশ কত সালে জন্মগ্রহণ করেন ?,"১৮ ফেব্রুয়ারি, ১৮৯৯",yes
bengali--761065314955184950-3,১৯৬৮ সালে মুজাহিদ ইসলামী ছাত্র সংঘের ফরিদপুর জেলার সভাপতি নির্বাচিত হন।[19] ১৯৭০ সালে ঢাকা বিশ্ববিদ্যালয়ে ভর্তির পর তিনি ঢাকা জেলার ছাত্র সংঘের সভাপতি হিসেবে নির্বাচিত হন।[19] ১৯৭০-এর আগস্ট-সেপ্টেম্বরের দিকে মুজাহিদ পূর্ব পাকিস্তান ইসলামী ছাত্রসংঘের সেক্রেটারি নিযুক্ত হন; যা ছিল নিখিল পাকিস্তান ছাত্র সংঘের প্রাদেশিক শাখা[19] এবং ১৯৭১ সালের অক্টোবরে পূর্ব পাকিস্তান ইসলামী ছাত্র সংঘের সভাপতি নির্বাচিত হন।[20],আলী আহসান মুহাম্মদ মুজাহিদ কোন রাজনৈতিক দলের নেতা ছিলেন ?,ইসলামী ছাত্র সংঘে,yes
bengali-1628403038025158438-1,বাঁকুড়া জেলা ও এর আশেপাশের অঞ্চলগুলি ছিল মধ্যযুগীয় পশ্চিমবঙ্গের মল্ল রাজত্বের কেন্দ্রভূমি। মধ্যযুগের শেষভাগে এই অঞ্চলের ঐতিহাসিক ও সাংস্কৃতিক গুরুত্ব বৃদ্ধি পায়। খ্রিষ্টীয় সপ্তদশ শতাব্দীতে বৈষ্ণবধর্ম মল্লভূমের রাজধর্মের মর্যাদা অর্জন করে। এরপর এই ধর্মই এই অঞ্চলের সংস্কৃতির দিক-নির্ণায়ক হয়ে ওঠে। ১৭৬৫ সালে ব্রিটিশ ইস্ট ইন্ডিয়া কোম্পানি মল্লভূম রাজ্য অধিকার করে নেয় এবং ১৮৮১ সালে আধুনিক বাঁকুড়া জেলাটি প্রতিষ্ঠিত হয়। জেলার নামকরণ করা হয় এর সদর শহরের নামানুসারে।[2],কত সালে বাঁকুড়া জেলা প্রতিষ্ঠিত হয় ?,১৮৮১,yes
bengali-622076718273268870-2,"জাকির আবদুল করিম নায়েক ১৮ অক্টোবর ১৯৬৫ সালে ভারতের মহারাষ্ট্রের মুম্বাইয়ে জন্মগ্রহণ করেন। তিনি মুম্বাইয়ের সেন্ট পিটার্স হাই স্কুলের ছাত্র ছিলেন। এরপর তিনি কিশিনচাঁদ চেল্লারাম কলেজে ভর্তি হন। তিনি মেডিসিনের ওপর টোপিওয়ালা ন্যাশনাল মেডিকেল কলেজ অ্যান্ড নাইর হসপিটালে ভর্তি হন। অতঃপর, তিনি ইউনিভার্সিটি অফ মুম্বাই থেকে ব্যাচেলর অব মেডিসিন সার্জারি বা এমবিবিএস ডিগ্রি অর্জন করেন।[4][22]",জাকির আব্দুল করিম নায়েক কোন বিশ্ববিদ্যালয় থেকে পড়াশোনা করেছেন ?,সেন্ট পিটার্স হাই স্কুলে,yes
bengali-6835249772634642969-9,"ইরান ৩০টি প্রদেশে বিভক্ত। ফার্সি ভাষায় এগুলির নাম ওস্তান (استان ostān ওস্তান, বহুবচনে استان‌ها ওস্তান্‌হা)। প্রতিটি প্রদেশ একটি স্থানীয় (সাধারণত বৃহত্তম) শহর থেকে শাসিত হয়, যাকে প্রদেশটির রাজধানী (ফার্সি ভাষায়: مرکز মার্কাজ) বলা হয়। প্রদেশের প্রশাসক হিসেবে থাকেন একজন গভর্নর (ফার্সি ভাষায়: استاندار ওস্তানদার), এবং তাঁকে অভ্যন্তরীণ মন্ত্রণালয় নিয়োগদান করে।",বর্তমানে ইরান কয়টি প্রদেশে বিভক্ত ?,৩০,yes
bengali--1465705133191764484-0,"দ্য শশাঙ্ক রিডেম্পশন ১৯৯৪ সালের মার্কিন মহাকাব্যিক নাট্য চলচ্চিত্র। ফ্র্যাংক ড্যারাবন্ট পরিচালিত এই চলচ্চিত্রে অভিনয় করেছেন টিম রবিন্স, মরগান ফ্রিম্যান, বব গান্টন, উইলিয়াম সেডলার, ক্ল্যান্সি ব্রাউন, গিল বেলোস, জেমস হুইটমোর প্রমুখ।  মিলিয়ন ভোটের (১০-এর মধ্যে ৯.৩) উপর ভিত্তি করে আইএমডিবি’র ‘‘টপ ২৫০’’’ চলচ্চিত্রের মধ্য এটি #১ নম্বরে রয়েছে এবং সর্বকালের সেরা চলচ্চিত্র হিসেবে বিবেচিত।",দ্য শশাঙ্ক রিডেম্পশন চলচ্চিত্রটির নির্মাতা কে ?,ফ্র্যাংক ড্যারাবন্ট,no
bengali-1498307315226710105-0,"জিন জীবন্ত প্রাণের বংশগতির আণবিক একক। এটি বৈজ্ঞানিক সম্প্রদায় কর্তৃক ব্যাপকভাবে ব্যবহৃত হয় মূলত ডাইঅক্সিরাইবোনিউক্লিক এসিড (ডিএনএ) এবং রাইবোনিউক্লিক এসিড (আরএনএ) এর প্রসারিত অর্থে যা পলিপেপটাইড বা একটি আরএনএ শৃঙ্খলকে গঠন করে। জীবন্ত প্রাণী জিনের ওপর নির্ভর করে, কারণ তারা সকল প্রোটিন এবং গঠনমূলক আরএনএ শৃঙ্খলকে স্বতন্ত্রিত করে। জিন প্রজাতির তথ্যধারণ করে এবং প্রাণীর কোষকে নিয়ন্ত্রণ করে। এর মাধ্যমেই প্রজাতির গুণ অব্যাহত থাকে। সমস্ত জৈবিক বৈশিষ্ট্যধারণকারী প্রাণীর জিন আছে। জিন শব্দটি এসেছে গ্রীক শব্দ জেনেসিস থেকে যার অর্থ ""জন্ম"" বা জিনোস থেকে যার অর্থ ""অঙ্গ""।",জিন শব্দটির উৎপত্তি কোন শব্দ থেকে ?,গ্রীক শব্দ জেনেসিস,yes
bengali--954934863110314741-0,"ব্ল্যাকবেরি বোল্ড (নামের কোড আনিক্স) টেলিযোগাযোগ কোম্পানি ব্ল্যাকবেরি, দ্বারা বিকশিত একটি স্মার্টফোন। যা পূর্বে ছিল রিসার্চ ইন মোশন (আর,আই,এম) নামে পরিচিত ছিল।বোল্ড সিরিজের দ্বিতীয় ডিভাইস মডেল ৯০০০ এর সাফল্যের পর, মডেল ৯৬৫০ এর পূর্বেকার।যাতে অপটিক্যাল ট্র্যাকপ্যাড ৯০০০ এর মধ্যেকার নানান পরিবর্তন, বিভিন্ন বৈশিষ্ট্য উন্নতকরণ ও আকার হ্রাস করা হয়েছে এটি ব্ল্যাকবেরি অপারেটিং সিস্টেম ব্যবহার করে।অন্যান্য বাহ্যিক পরিবর্তন করা হয় যতে নারী পুরুষ উভয়ের দৃষ্টি আকর্ষণ করে।",ব্ল্যাকবেরি বোল্ড সিরিজের প্রথম স্মার্টফোনটির নাম কী ?,রিসার্চ ইন মোশন,yes
