id,source_id,pattern,context,question,right_answer,hallucinated_answer,is_hallucinated
bengali-4749857637773712091-5::specificity,bengali-4749857637773712091-5,specificity,"ফাগ-মো-গ্রু-পা রাজবংশের প্রতিষ্ঠাতা তা'ই-সি-তু-ব্যাং-ছুব-র্গ্যাল-ম্ত্শানের উদ্দেশ্য ছিল ট্যাং রাজবংশের আমলে তিব্বত সাম্রাজ্যের অতীত গৌরব ফিরিয়ে এনে তিব্বতীদের মধ্যে জাতীয়তাবাদী মনোভাব সৃষ্টি করা এবং তিব্বতে মঙ্গোল শাসনের অবসান ঘটানো।[54]:২৬২ তিনি তিব্বত সাম্রাজ্যের মহান সম্রাট স্রোং-ব্ত্সন-স্গাম-পোর প্রশাসনিক ব্যবস্থা ও বিচারব্যবস্থার নীতি গ্রহণ করেন।[55]:৫০৪ তিনি ইউয়ান সাম্রাজ্যের দ্বারা প্রচলিত তিব্বতের তেরোটি প্রশাসনিক বিভাগকে বাতিল করে মধ্য তিব্বতকে বিভিন্ন র্দ্জোং (Wylie: rdzong) বা জেলায় বিভক্ত করেন।[55]:৫০৪র্দ্জোং-দ্পোন (Wylie: rdzong dpon) জেলার প্রধানদের প্রাচীন তিব্বত সাম্রাজ্যের সময়ের রীতিনীতি ও আচার অনুষ্ঠান পালন করতে হত এবং প্রাচীন পোশাক রীতি মেনে চলতে হত।[55]:৫০৪ তা'ই-সি-তু-ব্যাং-ছুব-র্গ্যাল-ম্ত্শান দ্বারা প্রচলিত আইন ব্যবস্থা বিংশ শতাব্দী পর্যন্ত তিব্বতে প্রচলিত ছিল।[56]:৭ ১৩৬৪ খ্রিষ্টাব্দে তা'ই-সি-তু-ব্যাং-ছুব-র্গ্যাল-ম্ত্শানের মৃত্যু হলে তাঁর ভ্রাতুষ্পুত্র 'জাম-দ্ব্যাংস-শা-ক্যা-র্গ্যাল-ম্ত্শান মধ্য তিব্বতের পরবর্তী রাজা হন। তিনি যখন সিংহাসনে বসেন তখন মঙ্গোল ইউয়ান সাম্রাজ্য এতটাই দুর্বল হয়ে পড়েছে, যে তিব্বতের রাজনীতিতে তাঁদের প্রভাব ছিল না বললেই চলে। ১৩৬৫ খ্রিষ্টাব্দে ইউয়ান সম্রাট তোঘোন তেমুর তাঁকে গুশি উপাধি এবং নেদোং অঞ্চলের শাসনভার দান করেন। ১৩৬৮ খ্রিষ্টাব্দে মিং রাজবংশ চীন অধিকার করলে হেঝৌ অঞ্চলের সেনাপতির উপদেশে মিং সম্রাট তাঁকে পুনরায় উপাধি প্রদান করে তাঁর সঙ্গে সুসম্পর্ক বজায় রাখেন।[n 3][58] এরফলে 'জাম-দ্ব্যাংস-শা-ক্যা-র্গ্যাল-ম্ত্শান চীনের হস্তক্ষেপ ব্যতীত নিজের পৃথক শাসনব্যবস্থার অস্তিত্ব বজায় রাখতে সক্ষম হন।[59]:৪৮,৪৯ এই রাজ্যের অপর একজন উল্লেখযোগ্য শাসক গোং-মা-গ্রাগ্স-পা-র্গ্যাল-ম্ত্শানের রাজত্বকালে তিব্বতে সমৃদ্ধি আসে।[60] ঐ বংশের পূর্ববর্তী রাজারা যেরকম স্দে-স্রিদ উপাধি ধারণ করতেন, তিনি গোং-মা উপাধি ধারণ করেন।[61]:৮৫,৮৬ ১৩৮৮ খ্রিষ্টাব্দে হোংঊ তাঁকে গুশি উপাধি দান করেন এবং দুই রাজবংশের মধ্যে সম্পর্কের উন্নতি ঘটে। গোং-মা-গ্রাগ্স-পা-র্গ্যাল-ম্ত্শানের রাজত্বকালে দুই দেশের মধ্যে কূটনৈতিক ও বাণিজ্যিক আদান প্রদানও বৃদ্ধি পায়। বিখ্যাত তিব্বতী বৌদ্ধ পন্ডিত ত্সোং-খা-পা-ব্লো-ব্জাং-গ্রাগ্স-পার পৃষ্ঠপোষক ছিলেন। তাঁর অনুদানেই ত্সোং-খা-পা-ব্লো-ব্জাং-গ্রাগ্স-পা ও তাঁর অনুগামীরা দ্গা'-ল্দান বৌদ্ধবিহার নির্মাণ করতে সক্ষম হন।[62] ১৪০৯ খ্রিষ্টাব্দে রাজা লাসা শহরে ত্সোং-খা-পা-ব্লো-ব্জাং-গ্রাগ্স-পাকে লো-গ্সার বা তিব্বতী নববর্ষের দিনে উদযাপন করার জন্য স্মোন-লাম-ছেন-মো নামক উৎসবের সূচনা করতে সহায়তা করেন।[61]:৮৫,৮৬ গোং-মা-গ্রাগ্স-পা-র্গ্যাল-ম্ত্শানের ভ্রাতা সাংস-র্গ্যাস-র্গ্যাল-ম্ত্শান রিং-স্পুংস-পা নামক গ্ত্সাং অঞ্চলের রিং-স্পুংস এলাকার এক আঞ্চলিক জমিদার পরিবারের দুইজন মহিলাকে বিবাহ করেন এবং তাঁদের গ্রাগ্স-পা-'ব্যুং-গ্নাস এবং কুন-দ্গা'-লেগ্স-পা নামক দুই পুত্রের জন্ম হয়। গোং-মা-গ্রাগ্স-পা-র্গ্যাল-ম্ত্শানের মৃত্যুর পর যখন মন্ত্রীরা পরবর্তী উত্তরাধিকারী মনোয়নের জন্য ঐকমত্য্যে পৌঁছতে পারছিলেন না, রিং-স্পুংস-পা পরিবারের প্রধান নোর-বু-ব্জাং-পো এই সুযোগে ফাগ-মো-গ্রু-পা রাজবংশের এই গুরুত্বপূর্ণ প্রশ্নে গ্দান-সা-থেল বৌদ্ধবিহারের প্রধানকে সিংহাসনের উত্তরাধিকার নির্বাচনের উপদেশ দেন। প্রধান লামা গ্রাগ্স-পা-'ব্যুং-গ্নাসকে নির্বাচন করেন। যদিও সাংস-র্গ্যাস-র্গ্যাল-ম্ত্শানের সিংহাসনের প্রতি নজর ছিল, কিন্তু তিনি প্রধান লামার নির্বাচন মেনে নেন।[63]:১০৪,১০৫দুই বছর পরে ১৪৩৪ খ্রিষ্টাব্দে গ্দান-সা-থেল বৌদ্ধবিহারের প্রধান লামার মৃত্যু ঘটলে সাংস-র্গ্যাস-র্গ্যাল-ম্ত্শান সিংহাসনের দাবী জানাতে শুরু করেন। এরফলে এক বছর ব্যাপী এক গৃহযুদ্ধের সূচনা হয় ও সাংস-র্গ্যাস-র্গ্যাল-ম্ত্শানকে পালিয়ে যেতে হয় এবং নোর-বু-ব্জাং-পো বিজয়ী হিসেবে উঠে আসেন।[63]:১০৪,১০৫ এবং ১৪৩৫ খ্রিষ্টাব্দে সাম-দ্রুব-ত্সে নামক গুরুত্বপূর্ণ অঞ্চল অধিকার করেন। এরফলে রিং-স্পুংস-পা গ্ত্সাং অঞ্চলটি নিজেদের অধিকারে নিয়ে এসে মধ্য তিব্বতের নতুন রাজবংশরূপে উঠে আসে।[61]:৮৬,৮৭ রিং-স্পুংস-পা রাজবংশ নতুন শক্তিরূপে উঠে এলেও তাঁরা গ্রাগ্স-পা-'ব্যুং-গ্নাসকে ক্ষমতাচ্যূত করেননি, কিন্তু ফাগ-মো-গ্রু-পা রাজবংশের অধিকার শুধু পূর্ব মধ্য তিব্বতের দ্বুস অঞ্চলেই সীমাবদ্ধ রয়ে যায়। উভয় রাজবংশের পরবর্তী রাজারা নিজেদের মধ্যে বৈরীতা বজায় রাখেন। রিং-স্পুংস-পা রাজবংশের রাজা দোন-য়োদ-র্দো-র্জের রাজত্বে এই বিরোধ চরম আকার ধারণ করে। তিনি কার্মা-ব্কা'-ব্র্গ্যুদ ধর্মসম্প্রদায়ের সপ্তম র্গ্যাল-বা-কার্মা-পা ছোস-গ্রাগ্স-র্গ্যা-ম্ত্শোর পৃষ্ঠপোষক ছিলেন। ছোস-গ্রাগ্স-র্গ্যা-ম্ত্শোর অনুরোধে লাসা শহরের অদূরে দ্গে-লুগ্স ধর্মসম্প্রদায়ের প্রভাবাধীন এলাকায় বৌদ্ধবিহার নির্মাণের চেষ্টা করলে সেরা ও দ্রেপুং বৌদ্ধবিহারের দ্গে-লুগ্স ধর্মসম্প্রদায়ের বৌদ্ধরা এই নির্মাণ ভেঙ্গে দেন।[28]:২৭৭ এরফলে মধ্য তিব্বতে ধর্মীয় ও রাজনৈতিক একটি সংকট সৃষ্টি হয়।[64]:২২২-২২৫ ১৪৮০ খ্রিষ্টাব্দে দোন-য়োদ-র্দো-র্জে একটি বিশাল সৈন্যবাহিনীর সাহায্যে দ্বুস অঞ্চল আক্রমণ করেন। তিনি লাসা শহরের নিকটবর্তী ক্যিশোদ অঞ্চল আক্রমণ করে ফাগ-মো-গ্রু-পা রাজবংশের অষ্টম রাজা কুন-দ্গা'-লেগ্স-পার প্রভাবশালী মন্ত্রী কাঝিপা পরিবারের কোনছোক রিনছেনকে বিতাড়িত করেন। যদিও তিনি বেশ কিছু অঞ্চলকে রিং-স্পুংস-পা রাজবংশের অধীনে নিয়ে আসেন, তবুও দ্গা'-ল্দান বৌদ্ধবিহার লুঠ করার তাঁর প্রচেষ্টাকে প্রতিহত করা সম্ভব হয়।[16]:৮৭[28]:২৭৭[65]:৫০০ এই আক্রমণের পর ফাগ-মো-গ্রু-পা রাজ্যের মন্ত্রীরা পরামর্শ করে তাঁদের রাজা কুন-দ্গা'-লেগ্স-পাকে নির্বাসনে পাঠিয়ে ঙ্গাগ-গি-দ্বাং-পোকে পরবর্তী রাজা নির্বাচিত করেন। ঙ্গাগ-গি-দ্বাং-পোর রাজত্বকালে ১৪৮৫ খ্রিষ্টাব্দে দোন-য়োদ-র্দো-র্জে র্গ্যাল-র্ত্সে শহর আক্রমণ করে অধিকার করে নেন।[16]:৮৭[64]:২২৬ ১৪৯১ খ্রিষ্টাব্দেঙ্গাগ-গি-দ্বাং-পোর মৃত্যু হলে রিং-স্পুংস-পা রাজবংশের দ্বিতীয় রাজা কুন-তু-ব্জাং-পোর ভ্রাতা গ্ত্সো-স্ক্যেস-র্দো-র্জে ফাগ-মো-গ্রু-পা রাজ্যের উত্তরাধিকারী ঙ্গাগ-দ্বাং-ব্ক্রা-শিস-গ্রাগ্স-পার নাবালকত্বের সুযোগে রাজ্যের অভিভাবক হয়ে যান।[57]:৬৯৩ ১৪৯৮ খ্রিষ্টাব্দে লাসা শহরে বসবাসকারী কার্মা-ব্কা'-ব্র্গ্যুদ ধর্মসম্প্রদায়ের এক উচ্চপদস্থ বৌদ্ধকে হত্যা করা হলে দোন-য়োদ-র্দো-র্জে লাসা অবরোধ করেন। এই বছর থেকে প্রায় কুড়ি বছর কার্মা-ব্কা'-ব্র্গ্যুদ ধর্মসম্প্রদায়ের বৌদ্ধরা দ্গে-লুগস সম্প্রদায়ের বৌদ্ধদের লো-গ্সার বা তিব্বতী নববর্ষের দিনে উদযাপন করার জন্য স্মোন-লাম-ছেন-মো নামক উৎসব পালনে বাধা সৃষ্টি করে।[65]:৫০২ ১৪৯৯ খ্রিষ্টাব্দে দোন-য়োদ-র্দো-র্জের অনুমতিক্রমে ঙ্গাগ-দ্বাং-ব্ক্রা-শিস-গ্রাগ্স-পা ফাগ-মো-গ্রু-পা রাজবংশের পরবর্তী রাজা হিসেবে সিংহাসনে বসলে গ্ত্সো-স্ক্যেস-র্দো-র্জে অভিভাবকত্ব থেকে সরে আসেন। ১৫১০ খ্রিষ্টাব্দে গ্ত্সো-স্ক্যেস-র্দো-র্জের মৃত্যু হলে দোন-য়োদ-র্দো-র্জের সঙ্গে ঙ্গাগ-দ্বাং-ব্ক্রা-শিস-গ্রাগ্স-পার মধ্যে একটি সামরিক লড়াই শুরু হলেও দ্রুত তাঁদের মধ্যে মধ্যস্থতা হয়ে যায়। ১৫১২ খ্রিষ্টাব্দে দোন-য়োদ-র্দো-র্জের মৃত্যুর পর রিং-স্পুংস-পা রাজ্যের সামরিক ও রাজনৈতিক প্রভাব হ্রাস পেতে থাকে। ১৫১৫ খ্রিষ্টাব্দে ফাগ-মো-গ্রু-পা রাজবংশের সাথে পুনরায় বিরোধ শুরু হয়। রিং-স্পুংস-পা রাজবংশের অধীনে থাকা গ্যাখার্ত্সে তাঁদের আনুগত্য পাল্টে ফাগ-মো-গ্রু-পা রাজবংশের অধীনে চলে যায়।[64]:২৩১ লাসা থেকে রিং-স্পুংস-পার সৈন্যদল বিতাড়িত হয় এবং কুড়ি বছর পরে দ্গে-লুগস সম্প্রদায়ের বৌদ্ধদের স্মোন-লাম-ছেন-মো নামক উৎসব পালনের সুযোগ পান।[16]:৮৮[66]:৮৫ ঝিগ-শাগ-পা-ত্শে-ব্র্তান-র্দো-র্জে নামক রিং-স্পুংস-পা রাজবংশের এক আত্মীয় ও সাম-গ্রুব-ত্সে দুর্গের অধিপতি ১৫৫৭ খ্রিষ্টাব্দে রিং-স্পুংস-পা রাজবংশের বিরুদ্ধে বিদ্রোহ ঘোষণা করেন। ১৫৬৫ খ্রিষ্টাব্দে তিনি পানাম ল্হুনদ্রুপ ক্যুংত্সে অবরোধ করলে কুন-ম্খ্যেন-পাদ-মা-দ্কার-পো নামক 'ব্রুগ-পা-ব্কা'-ব্র্গ্যুদ ধর্মসম্প্রদায়ের চতুর্থ র্গ্যাল-দ্বাং-'ব্রুগ-পা উভয় পক্ষের মধ্যে মধ্যস্থতা করেন। কিন্তু ১৫৬৬ খ্রিষ্টাব্দে ন্যাংতোদ অঞ্চলে এক নতুন যুদ্ধের সূচনা হলে কুন-ম্খ্যেন-পাদ-মা-দ্কার-পোর মধ্যস্থতায় ঙ্গাগ-দ্বাং-'জিগ্স-মেদ-গ্রাগ্স-পা সমগ্র পানাম অঞ্চলটি ঝিগ-শাগ-পা-ত্শে-ব্র্তান-র্দো-র্জেকে সমর্পণ করে দিতে সম্মত হন। এরফলে রিং-স্পুংস-পা রাজবংশের প্রভাব মধ্য তিব্বত থেকে অন্তর্হিত হয় এবং ঝিগ-শাগ-পা-ত্শে-ব্র্তান-র্দো-র্জে গ্ত্সাং-পা রাজবংশ স্থাপন করে মধ্য তিব্বতের নতুন শক্তি হিসেবে উঠে আসেন।[28]:২৮০",কার কাছে  রিং-স্পুংস-পা রাজবংশের পতন ঘটে ?,ঝিগ-শাগ-পা-ত্শে-ব্র্তান-র্দো-র্জে,রিং-স্পুংস-পা রাজবংশের পতন ঘটে ঙ্গাগ-দ্বাং-'জিগ্স-মেদ-গ্রাগ্স-পার কাছে।,yes
bengali--7124112135723354543-3::factualness,bengali--7124112135723354543-3,factualness,১৮৬৭ সালের ২৮ অক্টোবর উত্তর আয়ারল্যান্ডের ডানগ্যানন শহরে মার্গারেট এলিজাবেথ নোবেল জন্মগ্রহণ করেছিলেন। তাঁর বাবা স্যামুয়েল রিচমন্ড নোবেল ছিলেন ধর্মযাজক। মায়ের নাম ছিল মেরি ইসাবেলা। মাত্র দশ বছর বয়সে মার্গারেটের বাবা মারা যান। তারপর তাঁর দাদামশাই তথা আয়ারল্যান্ডের বিশিষ্ট স্বাধীনতা সংগ্রামী হ্যামিলটন তাঁকে লালনপালন করেন। মার্গারেট লন্ডনের চার্চ বোর্ডিং স্কুলে পড়াশুনা করেছিলেন। এরপর হ্যালিফ্যাক্স কলেজে তিনি এবং তার বোন মেরি পড়াশুনা করেছিলেন।,অ্যাংলো-আইরিশ বংশোদ্ভুত ভগিনী নিবেদিতার বাবার নাম কী ?,স্যামুয়েল রিচমন্ড নোবেল,ভগিনী নিবেদিতার বাবার নাম ছিল স্যামুয়েল এডওয়ার্ড নোবেল।,yes
bengali--7124112135723354543-3::comprehension,bengali--7124112135723354543-3,comprehension,১৮৬৭ সালের ২৮ অক্টোবর উত্তর আয়ারল্যান্ডের ডানগ্যানন শহরে মার্গারেট এলিজাবেথ নোবেল জন্মগ্রহণ করেছিলেন। তাঁর বাবা স্যামুয়েল রিচমন্ড নোবেল ছিলেন ধর্মযাজক। মায়ের নাম ছিল মেরি ইসাবেলা। মাত্র দশ বছর বয়সে মার্গারেটের বাবা মারা যান। তারপর তাঁর দাদামশাই তথা আয়ারল্যান্ডের বিশিষ্ট স্বাধীনতা সংগ্রামী হ্যামিলটন তাঁকে লালনপালন করেন। মার্গারেট লন্ডনের চার্চ বোর্ডিং স্কুলে পড়াশুনা করেছিলেন। এরপর হ্যালিফ্যাক্স কলেজে তিনি এবং তার বোন মেরি পড়াশুনা করেছিলেন।,অ্যাংলো-আইরিশ বংশোদ্ভুত ভগিনী নিবেদিতার বাবার নাম কী ?,স্যামুয়েল রিচমন্ড নোবেল,হ্যামিলটন নোবেল,yes
bengali--7124112135723354543-3::specificity,bengali--7124112135723354543-3,specificity,১৮৬৭ সালের ২৮ অক্টোবর উত্তর আয়ারল্যান্ডের ডানগ্যানন শহরে মার্গারেট এলিজাবেথ নোবেল জন্মগ্রহণ করেছিলেন। তাঁর বাবা স্যামুয়েল রিচমন্ড নোবেল ছিলেন ধর্মযাজক। মায়ের নাম ছিল মেরি ইসাবেলা। মাত্র দশ বছর বয়সে মার্গারেটের বাবা মারা যান। তারপর তাঁর দাদামশাই তথা আয়ারল্যান্ডের বিশিষ্ট স্বাধীনতা সংগ্রামী হ্যামিলটন তাঁকে লালনপালন করেন। মার্গারেট লন্ডনের চার্চ বোর্ডিং স্কুলে পড়াশুনা করেছিলেন। এরপর হ্যালিফ্যাক্স কলেজে তিনি এবং তার বোন মেরি পড়াশুনা করেছিলেন।,অ্যাংলো-আইরিশ বংশোদ্ভুত ভগিনী নিবেদিতার বাবার নাম কী ?,স্যামুয়েল রিচমন্ড নোবেল,ভগিনী নিবেদিতার বাবা ছিলেন একজন আইরিশ ধর্মযাজক।,yes
bengali--7124112135723354543-3::inference,bengali--7124112135723354543-3,inference,১৮৬৭ সালের ২৮ অক্টোবর উত্তর আয়ারল্যান্ডের ডানগ্যানন শহরে মার্গারেট এলিজাবেথ নোবেল জন্মগ্রহণ করেছিলেন। তাঁর বাবা স্যামুয়েল রিচমন্ড নোবেল ছিলেন ধর্মযাজক। মায়ের নাম ছিল মেরি ইসাবেলা। মাত্র দশ বছর বয়সে মার্গারেটের বাবা মারা যান। তারপর তাঁর দাদামশাই তথা আয়ারল্যান্ডের বিশিষ্ট স্বাধীনতা সংগ্রামী হ্যামিলটন তাঁকে লালনপালন করেন। মার্গারেট লন্ডনের চার্চ বোর্ডিং স্কুলে পড়াশুনা করেছিলেন। এরপর হ্যালিফ্যাক্স কলেজে তিনি এবং তার বোন মেরি পড়াশুনা করেছিলেন।,অ্যাংলো-আইরিশ বংশোদ্ভুত ভগিনী নিবেদিতার বাবার নাম কী ?,স্যামুয়েল রিচমন্ড নোবেল,হ্যামিলটন নোবেল ছিলেন তাঁর বাবা।,yes
bengali-2573614511216597131-1::factualness,bengali-2573614511216597131-1,factualness,পীর গোরাচাঁদের আসল নাম হল পীর হজরত শাহ সৈয়দ আব্বাস আলী রাজী। তাঁর পিতার নাম হজরত করিম উল্লাহ এবং মাতার নাম মায়মুনা সিদ্দিকা। আনুমানিক ১২৬৫ খ্রিস্টাব্দে আরবের মক্কা নগরে জমজম মহল্লায় বিখ্যাত কোরায়েশ বংশে তিনি জন্মগ্রহণ করেন। পীর হজরত শাহজালাল এঅমনির কাছে তরীকা সুফীমতে দীক্ষাগ্রহণের পর গুরুর নির্দেশে ভারতবর্ষে ধর্মপ্রচারে আসেন। [1][2][4],পীর গোরাচাঁদের বাবার নাম কি ছিল ?,হজরত করিম উল্লাহ,পীর গোরাচাঁদের বাবার নাম ছিল সৈয়দ করিম শাহ উল্লাহ।,yes
bengali-2573614511216597131-1::comprehension,bengali-2573614511216597131-1,comprehension,পীর গোরাচাঁদের আসল নাম হল পীর হজরত শাহ সৈয়দ আব্বাস আলী রাজী। তাঁর পিতার নাম হজরত করিম উল্লাহ এবং মাতার নাম মায়মুনা সিদ্দিকা। আনুমানিক ১২৬৫ খ্রিস্টাব্দে আরবের মক্কা নগরে জমজম মহল্লায় বিখ্যাত কোরায়েশ বংশে তিনি জন্মগ্রহণ করেন। পীর হজরত শাহজালাল এঅমনির কাছে তরীকা সুফীমতে দীক্ষাগ্রহণের পর গুরুর নির্দেশে ভারতবর্ষে ধর্মপ্রচারে আসেন। [1][2][4],পীর গোরাচাঁদের বাবার নাম কি ছিল ?,হজরত করিম উল্লাহ,পীর গোরাচাঁদের বাবার নাম ছিল শাহজালাল এঅমনি।,yes
bengali-2573614511216597131-1::specificity,bengali-2573614511216597131-1,specificity,পীর গোরাচাঁদের আসল নাম হল পীর হজরত শাহ সৈয়দ আব্বাস আলী রাজী। তাঁর পিতার নাম হজরত করিম উল্লাহ এবং মাতার নাম মায়মুনা সিদ্দিকা। আনুমানিক ১২৬৫ খ্রিস্টাব্দে আরবের মক্কা নগরে জমজম মহল্লায় বিখ্যাত কোরায়েশ বংশে তিনি জন্মগ্রহণ করেন। পীর হজরত শাহজালাল এঅমনির কাছে তরীকা সুফীমতে দীক্ষাগ্রহণের পর গুরুর নির্দেশে ভারতবর্ষে ধর্মপ্রচারে আসেন। [1][2][4],পীর গোরাচাঁদের বাবার নাম কি ছিল ?,হজরত করিম উল্লাহ,পীর গোরাচাঁদের বাবার নাম সম্ভবত শাহ সৈয়দ আব্বাস আলী রাজী।,yes
bengali-2573614511216597131-1::inference,bengali-2573614511216597131-1,inference,পীর গোরাচাঁদের আসল নাম হল পীর হজরত শাহ সৈয়দ আব্বাস আলী রাজী। তাঁর পিতার নাম হজরত করিম উল্লাহ এবং মাতার নাম মায়মুনা সিদ্দিকা। আনুমানিক ১২৬৫ খ্রিস্টাব্দে আরবের মক্কা নগরে জমজম মহল্লায় বিখ্যাত কোরায়েশ বংশে তিনি জন্মগ্রহণ করেন। পীর হজরত শাহজালাল এঅমনির কাছে তরীকা সুফীমতে দীক্ষাগ্রহণের পর গুরুর নির্দেশে ভারতবর্ষে ধর্মপ্রচারে আসেন। [1][2][4],পীর গোরাচাঁদের বাবার নাম কি ছিল ?,হজরত করিম উল্লাহ,মায়মুনা সিদ্দিকা ছিলেন তাঁর বাবা।,yes
bengali--4088972979448384532-2::comprehension,bengali--4088972979448384532-2,comprehension,"দেবশ্রী রায় এর জন্ম, বেড়ে ওঠা কলকাতায়। তার পিতার নাম বীরেন্দ্র কিশোর রায় এবং মায়ের নাম আরতি রায়। ১৯৬৯ সনে তিনি প্রথম ""বালক গদাধর"" নামে একটি চলচিত্রে শিশুশিল্পী হিসেবে অভিনয় করেন, যার পরিচালক ছিলেন হরিময় সেন। তিনি কলকাতার এ পি জে ,পার্ক স্ট্রীট শাখার স্কুলের ছাত্রী ছিলেন, যদিও নাচের প্রতি অত্যধিক ঝোঁক থাকার কারণে বেশিদূর এগোতে পারেন নি। তার ডাক নাম চুমকি।",দেবশ্রী রায়ের ডাক নাম কি ?,চুমকি,রুমা,yes
bengali--4088972979448384532-2::factualness,bengali--4088972979448384532-2,factualness,"দেবশ্রী রায় এর জন্ম, বেড়ে ওঠা কলকাতায়। তার পিতার নাম বীরেন্দ্র কিশোর রায় এবং মায়ের নাম আরতি রায়। ১৯৬৯ সনে তিনি প্রথম ""বালক গদাধর"" নামে একটি চলচিত্রে শিশুশিল্পী হিসেবে অভিনয় করেন, যার পরিচালক ছিলেন হরিময় সেন। তিনি কলকাতার এ পি জে ,পার্ক স্ট্রীট শাখার স্কুলের ছাত্রী ছিলেন, যদিও নাচের প্রতি অত্যধিক ঝোঁক থাকার কারণে বেশিদূর এগোতে পারেন নি। তার ডাক নাম চুমকি।",দেবশ্রী রায়ের ডাক নাম কি ?,চুমকি,রিনি,yes
bengali--4088972979448384532-2::specificity,bengali--4088972979448384532-2,specificity,"দেবশ্রী রায় এর জন্ম, বেড়ে ওঠা কলকাতায়। তার পিতার নাম বীরেন্দ্র কিশোর রায় এবং মায়ের নাম আরতি রায়। ১৯৬৯ সনে তিনি প্রথম ""বালক গদাধর"" নামে একটি চলচিত্রে শিশুশিল্পী হিসেবে অভিনয় করেন, যার পরিচালক ছিলেন হরিময় সেন। তিনি কলকাতার এ পি জে ,পার্ক স্ট্রীট শাখার স্কুলের ছাত্রী ছিলেন, যদিও নাচের প্রতি অত্যধিক ঝোঁক থাকার কারণে বেশিদূর এগোতে পারেন নি। তার ডাক নাম চুমকি।",দেবশ্রী রায়ের ডাক নাম কি ?,চুমকি,তার ডাক নাম সম্ভবত রায় পরিবারের আদরের নামেই পরিচিত ছিল।,yes
bengali--4088972979448384532-2::inference,bengali--4088972979448384532-2,inference,"দেবশ্রী রায় এর জন্ম, বেড়ে ওঠা কলকাতায়। তার পিতার নাম বীরেন্দ্র কিশোর রায় এবং মায়ের নাম আরতি রায়। ১৯৬৯ সনে তিনি প্রথম ""বালক গদাধর"" নামে একটি চলচিত্রে শিশুশিল্পী হিসেবে অভিনয় করেন, যার পরিচালক ছিলেন হরিময় সেন। তিনি কলকাতার এ পি জে ,পার্ক স্ট্রীট শাখার স্কুলের ছাত্রী ছিলেন, যদিও নাচের প্রতি অত্যধিক ঝোঁক থাকার কারণে বেশিদূর এগোতে পারেন নি। তার ডাক নাম চুমকি।",দেবশ্রী রায়ের ডাক নাম কি ?,চুমকি,দেবশ্রী রায়ের ডাক নাম ছিল **আরতি রায়**।,yes
